Date,AAPL,WMT,TSLA,AMZN,GE,DB
2015-01-02 00:00:00-05:00,24.320430755615234,23.37729835510254,14.620667457580566,15.425999641418457,102.97285461425781,26.406455993652344
2015-01-05 00:00:00-05:00,23.63528823852539,23.30925750732422,14.005999565124512,15.10949993133545,101.08273315429688,24.976503372192383
2015-01-06 00:00:00-05:00,23.637514114379883,23.488874435424805,14.085332870483398,14.76449966430664,98.90489959716797,24.57785415649414
2015-01-07 00:00:00-05:00,23.968965530395508,24.11208724975586,14.063332557678223,14.920999526977539,98.94599914550781,24.837844848632812
2015-01-08 00:00:00-05:00,24.8898983001709,24.62099838256836,14.041333198547363,15.02299976348877,100.13764190673828,24.889841079711914
2015-01-09 00:00:00-05:00,24.916595458984375,24.31620216369629,13.77733325958252,14.846500396728516,98.74056243896484,24.473857879638672
2015-01-12 00:00:00-05:00,24.302635192871094,24.498531341552734,13.480667114257812,14.570500373840332,98.53507995605469,24.46518898010254
2015-01-13 00:00:00-05:00,24.518413543701172,24.30530548095703,13.616666793823242,14.737000465393066,98.0420150756836,24.87251091003418
2015-01-14 00:00:00-05:00,24.42498779296875,23.570520401000977,12.845999717712402,14.66349983215332,97.71328735351562,24.889841079711914
2015-01-15 00:00:00-05:00,23.762086868286133,23.780065536499023,12.791333198547363,14.34749984741211,96.8915023803711,24.716516494750977
2015-01-16 00:00:00-05:00,23.577449798583984,23.614063262939453,12.871333122253418,14.536999702453613,96.93256378173828,24.846511840820312
2015-01-20 00:00:00-05:00,24.184736251831055,23.5922908782959,12.795332908630371,14.472000122070312,98.00090789794922,25.40982437133789
2015-01-21 00:00:00-05:00,24.36937141418457,23.57868194580078,13.104666709899902,14.862500190734863,98.78162384033203,25.843141555786133
2015-01-22 00:00:00-05:00,25.003358840942383,24.030441284179688,13.441332817077637,15.515999794006348,99.76781463623047,26.20713233947754
2015-01-23 00:00:00-05:00,25.13237190246582,24.087594985961914,13.419333457946777,15.619500160217285,100.58961486816406,25.357824325561523
2015-01-26 00:00:00-05:00,25.159067153930664,24.120248794555664,13.770000457763672,15.482999801635742,101.04161071777344,25.69581413269043
2015-01-27 00:00:00-05:00,24.27817153930664,23.820892333984375,13.732000350952148,15.337499618530273,100.17872619628906,25.02850341796875
2015-01-28 00:00:00-05:00,25.650680541992188,23.627666473388672,13.291333198547363,15.195500373840332,97.95983123779297,24.2052001953125
2015-01-29 00:00:00-05:00,26.44927978515625,23.872602462768555,13.680000305175781,15.58899974822998,98.94599914550781,25.505155563354492
2015-01-30 00:00:00-05:00,26.062211990356445,23.126920700073242,13.573332786560059,17.726499557495117,98.16527557373047,25.11516761779785
2015-02-02 00:00:00-05:00,26.389211654663086,23.325590133666992,14.062666893005371,18.223499298095703,99.48017883300781,26.146469116210938
2015-02-03 00:00:00-05:00,26.393661499023438,23.456220626831055,14.557332992553711,18.177499771118164,100.54855346679688,27.195098876953125
2015-02-04 00:00:00-05:00,26.596092224121094,23.58139991760254,14.569999694824219,18.237499237060547,99.27471923828125,26.545120239257812
2015-02-05 00:00:00-05:00,26.78592300415039,23.752851486206055,14.732666969299316,18.694499969482422,100.67181396484375,26.943775177001953
2015-02-06 00:00:00-05:00,26.560361862182617,23.766464233398438,14.490667343139648,18.714000701904297,100.75399017333984,26.38912582397461
2015-02-09 00:00:00-05:00,26.736791610717773,23.380016326904297,14.498666763305664,18.527999877929688,101.24708557128906,26.337129592895508
2015-02-10 00:00:00-05:00,27.250450134277344,23.755573272705078,14.419333457946777,18.649999618530273,101.57579040527344,26.354459762573242
2015-02-11 00:00:00-05:00,27.889158248901367,23.49703598022461,14.186667442321777,18.756999969482422,101.78123474121094,26.146469116210938
2015-02-12 00:00:00-05:00,28.242023468017578,23.374574661254883,13.525333404541016,18.85849952697754,102.27433776855469,27.377094268798828
2015-02-13 00:00:00-05:00,28.380483627319336,23.35279655456543,13.584667205810547,19.09149932861328,103.34270477294922,27.983739852905273
2015-02-17 00:00:00-05:00,28.5479793548584,23.39362335205078,13.623332977294922,18.771499633789062,103.42488098144531,28.25239372253418
2015-02-18 00:00:00-05:00,28.746734619140625,23.483430862426758,13.630666732788086,18.668500900268555,103.75360107421875,28.41706085205078
2015-02-19 00:00:00-05:00,28.686445236206055,22.72958755493164,14.11400032043457,18.950000762939453,103.7121353149414,28.25239372253418
2015-02-20 00:00:00-05:00,28.920940399169922,22.941862106323242,14.473999977111816,19.183000564575195,104.54148864746094,28.980371475219727
2015-02-23 00:00:00-05:00,29.702579498291016,23.02351188659668,13.822667121887207,19.006999969482422,104.37559509277344,28.48638916015625
2015-02-24 00:00:00-05:00,29.517213821411133,23.015336990356445,13.607333183288574,18.929500579833984,105.2879409790039,28.72905158996582
2015-02-25 00:00:00-05:00,28.762371063232422,22.74319076538086,13.583999633789062,19.26849937438965,107.44425201416016,28.477724075317383
2015-02-26 00:00:00-05:00,29.12639617919922,22.8057861328125,13.812666893005371,19.239999771118164,107.36132049560547,28.261064529418945
2015-02-27 00:00:00-05:00,28.68867301940918,22.841167449951172,13.555999755859375,19.007999420166016,107.77603912353516,28.365060806274414
2015-03-02 00:00:00-05:00,28.829374313354492,22.849332809448242,13.155332565307617,19.283000946044922,108.27363586425781,28.529720306396484
2015-03-03 00:00:00-05:00,28.889665603637695,22.688764572143555,13.303999900817871,19.230499267578125,107.2369384765625,27.966407775878906
2015-03-04 00:00:00-05:00,28.70654296875,22.473777770996094,13.496000289916992,19.13599967956543,106.40756225585938,27.87973976135254
2015-03-05 00:00:00-05:00,28.23084831237793,22.74319076538086,13.375332832336426,19.39150047302246,107.07103729248047,27.914411544799805
2015-03-06 00:00:00-05:00,28.273279190063477,22.47649383544922,12.925333023071289,19.004499435424805,105.41232299804688,27.602418899536133
2015-03-09 00:00:00-04:00,28.393888473510742,22.5554141998291,12.725333213806152,18.92799949645996,106.32462310791016,27.7064151763916
2015-03-10 00:00:00-04:00,27.80653190612793,22.33498191833496,12.687999725341797,18.475500106811523,104.37559509277344,27.004440307617188
2015-03-11 00:00:00-04:00,27.299571990966797,22.0913143157959,12.916000366210938,18.318500518798828,104.45854187011719,27.368427276611328
2015-03-12 00:00:00-04:00,27.793128967285156,22.422582626342773,12.73799991607666,18.711999893188477,105.32939147949219,27.472423553466797
2015-03-13 00:00:00-04:00,27.60106658935547,22.422582626342773,12.578666687011719,18.52899932861328,103.83654022216797,27.5764217376709
2015-03-16 00:00:00-04:00,27.904796600341797,22.803142547607422,13.046667098999023,18.667499542236328,105.5367202758789,28.347726821899414
2015-03-17 00:00:00-04:00,28.371551513671875,22.619709014892578,12.982000350952148,18.59600067138672,104.95619201660156,28.131067276000977
2015-03-18 00:00:00-04:00,28.690908432006836,22.59507179260254,13.380666732788086,18.756999969482422,106.32462310791016,28.677051544189453
2015-03-19 00:00:00-04:00,28.474281311035156,22.318552017211914,13.043333053588867,18.66200065612793,105.03910064697266,28.529720306396484
2015-03-20 00:00:00-04:00,28.116952896118164,22.78945541381836,13.20533275604248,18.92449951171875,105.32939147949219,29.595687866210938
2015-03-23 00:00:00-04:00,28.40951156616211,22.808618545532227,13.308667182922363,18.75550079345703,105.61965942382812,30.081003189086914
2015-03-24 00:00:00-04:00,28.29339027404785,22.737436294555664,13.447999954223633,18.704500198364258,104.79029083251953,30.488327026367188
2015-03-25 00:00:00-04:00,27.55416488647461,22.263790130615234,12.953332901000977,18.54800033569336,103.29742431640625,30.16766929626465
2015-03-26 00:00:00-04:00,27.746225357055664,22.419851303100586,12.694000244140625,18.36750030517578,102.8412857055664,29.873016357421875
2015-03-27 00:00:00-04:00,27.525131225585938,22.272001266479492,12.333333015441895,18.527999877929688,103.090087890625,29.873016357421875
2015-03-30 00:00:00-04:00,28.221920013427734,22.59507179260254,12.704667091369629,18.72949981689453,104.16826629638672,30.306333541870117
2015-03-31 00:00:00-04:00,27.788663864135742,22.51841163635254,12.584667205810547,18.604999542236328,102.88275909423828,30.098339080810547
2015-04-01 00:00:00-04:00,27.74846076965332,22.09678840637207,12.505999565124512,18.51300048828125,103.00713348388672,30.592321395874023
2015-04-02 00:00:00-04:00,27.9874267578125,22.10226821899414,12.733332633972168,18.612499237060547,103.42184448242188,30.93897819519043
2015-04-06 00:00:00-04:00,28.440776824951172,22.173446655273438,13.539999961853027,18.851999282836914,104.41708374023438,31.250967025756836
2015-04-07 00:00:00-04:00,28.141521453857422,22.03929328918457,13.550000190734863,18.720500946044922,103.75360107421875,31.0516414642334
2015-04-08 00:00:00-04:00,28.049957275390625,22.18439483642578,13.844667434692383,19.059999465942383,103.7121353149414,30.852313995361328
2015-04-09 00:00:00-04:00,28.26435089111328,22.13237762451172,14.005999565124512,19.177000045776367,106.69783782958984,30.609651565551758
2015-04-10 00:00:00-04:00,28.384944915771484,22.08036231994629,14.0600004196167,19.13249969482422,118.22602081298828,30.470993041992188
2015-04-13 00:00:00-04:00,28.329111099243164,21.981792449951172,13.985333442687988,19.118000030517578,114.57681274414062,30.31499481201172
