Date,AAPL,WMT,TSLA,AMZN,GE,DB
2015-01-05 00:00:00-05:00,-0.028575909350607713,-0.0029147961204051827,-0.042950328828715974,-0.02073069374229033,-0.01852608438989136,-0.05567300766432338
2015-01-06 00:00:00-05:00,9.417152127015777e-05,0.007676281195061367,0.005648255842151179,-0.02309805250552857,-0.021780543347251026,-0.016089717865487293
2015-01-07 00:00:00-05:00,0.013924859566233407,0.026186379629893456,-0.0015631517125408972,0.010543956937772861,0.0004154598153680296,0.010522692033858215
2015-01-08 00:00:00-05:00,0.037702139730950164,0.020886411224848012,-0.00156553106269541,0.006812759380520335,0.01197142052033215,0.0020912394798962026
2015-01-09 00:00:00-05:00,0.0010720353654847452,-0.012456787751170224,-0.01898062692006783,-0.011818170381278284,-0.0140498296833012,-0.016854208900993803
2015-01-12 00:00:00-05:00,-0.024949277147264727,0.007470286639810237,-0.021768130883067914,-0.018765211590182393,-0.0020832025152936946,-0.0003542733331790544
2015-01-13 00:00:00-05:00,0.008839619855324651,-0.007918511446055512,0.010037948528329803,0.011362407445480715,-0.0050165144042475,0.01651196489986633
2015-01-14 00:00:00-05:00,-0.0038177103206380866,-0.030697863404447447,-0.05826208511535263,-0.004999968410075042,-0.00335856068357531,0.0006965173343063839
2015-01-15 00:00:00-05:00,-0.027515376358283536,0.008850851548530471,-0.0042646091303445875,-0.021785701035730624,-0.00844573105435768,-0.006988027291594241
2015-01-16 00:00:00-05:00,-0.007800583569312269,-0.007005211684081718,0.006234752215779189,0.013121402610751216,0.00042369766349994515,0.005245669948970342
2015-01-20 00:00:00-05:00,0.025430962546216303,-0.0009224345571035026,-0.005922112022732375,-0.004481346448052067,0.010961224910646772,0.022418511403721038
2015-01-21 00:00:00-05:00,0.00760537310624009,-0.0005770045457166814,0.023887916243012904,0.0266255183222718,0.007934851043529098,0.016909363245685063
2015-01-22 00:00:00-05:00,0.025683095603772608,0.01897841704345267,0.025366093948943954,0.04303046145131587,0.00993403873260914,0.01398635165690965
