m_returns,s_returns,fitted_values
0.028114739741840464,0.04269637548921887,0.01940547509546025
0.0571328154163926,0.008535229259573816,0.040110072898014444
0.014651373006918428,0.005830989084758416,0.009799269761889304
-0.08553157288349063,-0.02430800506514365,-0.06168195540959971
-0.055388449405503734,-0.014312211866089792,-0.04017462821382144
0.066515799010857,0.039070893686214234,0.046804896624100416
-0.048611822887418846,-0.036966751884034324,-0.03533945829805353
0.08392847418803404,0.08564295255913254,0.05922896086093524
0.03619305175049079,0.0681480007855278,0.025169406616575157
-0.0022928763797244473,-0.010580851633946679,-0.0022905694318335564
0.06325648750899807,0.03678130000331066,0.044479355312675405
0.022392969812412192,0.09879809530712162,0.015322952655440123
0.03145657676282469,0.003210263744075184,0.021789898935868208
-0.0010478617545838823,0.007324660386946218,-0.0014022428811367718
0.028096938770245248,0.045024917402547646,0.019392773979042086
-0.013592919455284002,-0.005257962369563616,-0.010353228363975482
-0.018426185911932576,0.015389743539618703,-0.01380179742761066
-0.02170835585666382,0.058307765195415764,-0.016143648396208382
-0.05846750227195686,-0.05186609620004629,-0.0423715537414718
-0.0744671007197857,0.017072013949881025,-0.053787377953246625
0.10230659176938868,0.05431025300915698,0.07234187493413458
-0.005071553722512535,0.022100996950560815,-0.004273174944712223
0.008496565407114517,-0.02215882701657096,0.0054077719473806
0.042660044467807356,0.04633172671838808,0.029783650672789718
0.03978734467204456,0.02510359958470986,0.027733959489066307
0.03085147563299614,0.058825810876105514,0.02135815509235903
-0.007525699544988767,-0.007552911175471266,-0.0060242249720491295
-0.06469930815862472,-0.06675283671906106,-0.04681799036649584
0.03879271987369995,0.013797506934433922,0.02702428781251777
0.01251888494028272,0.002043323300605185,0.008277724769257047
0.01957060970187109,-0.0015222178876566324,0.013309179185479395
0.023947118796254597,0.06266075184132126,0.01643184871031961
-0.019987842358050206,-0.06430467416131837,-0.014916050108776112
0.0028426724604567314,-0.018826418561779062,0.0013736802042845376
0.0070433681007134085,0.007756345198010029,0.004370905612953879
0.04919779199874611,0.05840174293748072,0.03444837877815599
0.010999927126354463,-0.006891654820758448,0.007193937857638659
0.035355294329704884,0.06024078478925492,0.02457166089945689
0.017924165836652507,-0.05176203759431104,0.012134430094045726
0.020550202383511563,0.03137297261092428,0.014008125342735376
-0.015112928770280075,-0.08478493805179561,-0.011437765528882277
0.04827772805178804,0.02035504847512892,0.03379190678504229
-0.03179826803794541,-0.0627284275246304,-0.023342870561023826
0.02931559136642498,0.015838898161796573,0.020262291039646732
0.04362997111283392,-0.03277021657696651,0.03047570004603148
0.02766328977323541,0.007975292408695683,0.01908336241876955
0.0232894744820535,0.04297433044926919,0.01596261494115513
-0.0362314077760193,-0.059811571754862,-0.026505946442028364
0.042213375072275613,0.052401017358721554,0.029464948968068994
0.006908248426944213,0.03877020742532952,0.004274496790674291
0.0061816433655846855,0.02046555533901044,0.0037560590511951574
0.020812196013358243,-0.05781401365545966,0.014195059610660104
0.018878996713560546,-0.01690310686141435,0.01281570853227029
-0.01519468763799153,0.05578761070582246,-0.011496101046776126
0.03696364440798924,0.009177734788007427,0.025719229810299154
-0.01563543610528987,-0.012927213201723423,-0.011810578128228744
0.022936398829564386,-0.14382657115697245,0.015710693019775884
0.024237473563306713,-0.006836323358840766,0.016639018845903082
-0.004197384221126008,-0.010725193610754432,-0.003649448956109199
-0.031532779266425476,-0.045458212285744405,-0.02315344248532841
0.053438876325627216,0.06175410782905559,0.03747442179422669
-0.017549197433963104,-0.00893149202241585,-0.01317606007970803
0.008484722544635536,0.06506367045433142,0.005399321983047738
0.010436729675336851,-0.002080832566862587,0.0067920925789398566
-0.021235558871758677,-0.04207534528255844,-0.01580630447566351
0.019549682990019603,-0.0041275657647572555,0.013294247831757859
-0.06462473099312395,-0.08279876480380875,-0.046764779042827595
-0.02679873096346286,-0.019941809970839993,-0.019775666260950363
0.07971937954339872,-0.034313167368877434,0.05622574270451956
0.0005047417068051869,0.004613400293623266,-0.0002944495672229501
-0.01768565839025723,-0.012994455402684436,-0.013273425916351
-0.052067617305496784,-0.09786377858218617,-0.03780519152988748
-0.00413690551499243,0.05895664470757358,-0.0036062969807625802
0.06390499028682897,0.14482911630001188,0.04494206653237917
0.0026957614511553935,-0.03705994593268281,0.00126885818250523
0.015208366810523843,0.06167148140161679,0.01019668869522948
0.0009105066031534965,-0.012830939614102754,-4.933505733924182e-06
0.03499043269105408,0.0566092212724663,0.024311329595390757
-0.0012199867803522136,-0.0022924759179570988,-0.0015250552781494683
-0.0012352137017536324,-0.00018873089082496953,-0.0015359197919416066
-0.019616837043472765,-0.033022986889805095,-0.014651335249421311
0.033603545044434316,0.06304732936340161,0.02332177566208928
0.01803711129927909,0.022973669816514893,0.012215017463226709
